Frame,gid,model,side,n_roi,used_measurement,track_exists,method,fit_points,x_gt,y_gt,x_hat,y_hat,y_error,abs_y_error,ok
102,61,1,top,1,0,0,cv_fit,0,-1.7500000011305417,198.68608463816162,,,,,0
102,62,2,top,1,0,0,cv_fit,0,-8.750000000401702,189.50748597618377,,,,,0
102,64,1,top,1,0,0,cv_fit,0,-5.249999999472331,196.44646818060315,,,,,0
102,67,1,top,0,0,0,cv_fit,0,-8.749999996860593,204.45356348969503,,,,,0
102,68,2,top,0,0,0,cv_fit,0,-5.249999998950801,210.7484069523357,,,,,0
102,69,0,top,1,0,0,cv_fit,0,-1.7500000019588198,215.1467120836216,,,,,0
102,70,1,top,0,0,0,cv_fit,0,-8.750000002821144,223.10669315070595,,,,,0
102,71,2,top,0,0,0,cv_fit,0,-5.249999998265335,224.09635310079133,,,,,0
103,55,1,bottom,4,1,0,cv_fit,1,1.7499988500267243,-0.871791993603177,,,,,0
103,56,2,bottom,5,1,1,cv_fit,4,5.249999057457103,16.014649965735124,5.7880555550923525,16.28618451698084,0.2715345512457148,0.2715345512457148,1
103,57,0,bottom,1,0,1,cv_fit,2,8.749998654985154,26.234106747048504,8.51111111514115,26.315925072451464,0.08181832540295986,0.08181832540295986,1
103,58,1,bottom,3,1,1,cv_fit,4,8.749998850991044,10.059139100491304,7.902222222658097,10.5600762567976,0.5009371563062963,0.5009371563062963,1
103,59,2,bottom,8,1,1,cv_fit,2,5.249999055480008,0.5251480101706201,4.458333333453472,0.0,-0.5251480101706201,0.5251480101706201,1
103,61,1,top,1,0,0,cv_fit,0,-1.7499999993435151,197.86279659353173,,,,,0
103,62,2,top,1,0,0,cv_fit,0,-8.74999999921265,188.33390198211941,,,,,0
103,64,1,top,1,0,0,cv_fit,0,-5.249999999224651,195.36467348237164,,,,,0
103,67,1,top,0,0,0,cv_fit,0,-8.750000002120643,203.36083588836192,,,,,0
103,68,2,top,0,0,0,cv_fit,0,-5.250000000415229,209.74350888193788,,,,,0
103,69,0,top,0,0,0,cv_fit,0,-1.750000001854941,214.38558841867706,,,,,0
103,70,1,top,0,0,0,cv_fit,0,-8.750000001218888,221.92961485865348,,,,,0
103,71,2,top,0,0,0,cv_fit,0,-5.249999999237932,223.2552734526929,,,,,0
103,72,0,top,0,0,0,cv_fit,0,-1.7500000007239893,225.0504596067009,,,,,0
104,55,1,bottom,6,1,1,cv_fit,2,1.7499988502176662,-0.03977599936275267,1.700000000135672,0.0,0.03977599936275267,0.03977599936275267,1
104,56,2,bottom,3,1,1,cv_fit,5,5.249999055108399,17.120256046385318,5.777777777449869,17.381563805228467,0.2613077588431487,0.2613077588431487,1
104,57,0,bottom,2,1,1,cv_fit,3,8.749998653565324,27.62058135542128,8.753952990791724,27.55563860432177,-0.0649427510995082,0.0649427510995082,1
104,58,1,bottom,3,1,1,cv_fit,5,8.749998848164486,11.420863950177676,7.940000000922405,11.515204618357629,0.09434066817995301,0.09434066817995301,1
104,59,2,bottom,4,1,1,cv_fit,3,5.249999054416927,1.6295791626316185,4.395833333231594,1.656247891920799,0.026668729289180515,0.026668729289180515,1
104,61,1,top,0,0,0,cv_fit,0,-1.7500000010324837,197.03090270756542,,,,,0
104,62,2,top,1,0,0,cv_fit,0,-8.749999997994793,187.15722041423106,,,,,0
104,64,1,top,1,0,0,cv_fit,0,-5.249999997422655,194.25706081482357,,,,,0
104,67,1,top,0,0,0,cv_fit,0,-8.750000000071873,202.24966795000162,,,,,0
104,68,2,top,0,0,0,cv_fit,0,-5.25000000121803,208.721398912389,,,,,0
104,69,0,top,1,0,0,cv_fit,0,-1.75000000143738,213.60600162466795,,,,,0
104,70,1,top,0,0,0,cv_fit,0,-8.749999999159552,220.74342707597924,,,,,0
104,71,2,top,0,0,0,cv_fit,0,-5.250000000455209,222.39916382696418,,,,,0
104,72,0,top,0,0,0,cv_fit,0,-1.7500000009184704,224.62594480686883,,,,,0
105,55,1,bottom,7,1,1,cv_fit,3,1.7499988502896429,0.7921179199806705,1.306481481313039,0.0,-0.7921179199806705,0.7921179199806705,1
105,56,2,bottom,2,1,1,cv_fit,6,5.249999052990846,18.223222350277624,5.737777777271848,18.258465486128372,0.035243135850748786,0.035243135850748786,1
105,57,0,bottom,1,0,1,cv_fit,3,8.749998655825086,29.0048014825287,8.817948717256819,28.901879303354733,-0.10292217917396584,0.10292217917396584,1
105,58,1,bottom,2,1,1,cv_fit,6,8.749998850574743,12.791301577499418,7.957777778002456,12.697532624985584,-0.09376895251383388,0.09376895251383388,1
105,59,2,bottom,3,1,1,cv_fit,4,5.249999054373137,2.723207092086771,4.312499999420783,3.194478098262337,0.47127100617556605,0.47127100617556605,1
105,61,1,top,1,0,0,cv_fit,0,-1.7499999996658882,196.20221308947237,,,,,0
105,62,2,top,1,0,0,cv_fit,0,-8.749999997790313,185.9767242265302,,,,,0
105,64,1,top,1,0,0,cv_fit,0,-5.249999999878135,193.15662748209488,,,,,0
105,67,1,top,0,0,0,cv_fit,0,-8.750000000838236,201.11944946593448,,,,,0
105,68,2,top,0,0,0,cv_fit,0,-5.250000000153992,207.68227536425178,,,,,0
105,69,0,top,0,0,0,cv_fit,0,-1.7499999987331547,212.8122546604048,,,,,0
105,70,1,top,0,0,0,cv_fit,0,-8.750000000209349,219.5429571947322,,,,,0
105,71,2,top,0,0,0,cv_fit,0,-5.249999999513471,221.52002867552744,,,,,0
105,72,0,top,0,0,0,cv_fit,0,-1.7499999981222283,224.17921326526152,,,,,0
106,55,1,bottom,0,0,1,cv_fit,3,1.7499988502884183,1.6237219243058365,1.125925925694247,0.0,-1.6237219243058365,1.6237219243058365,1
106,56,2,bottom,2,1,1,cv_fit,7,5.249999054565538,19.3217636125071,5.579999999646687,19.388484929281347,0.06672131677424531,0.06672131677424531,1
106,57,0,bottom,1,0,1,cv_fit,3,8.749998649249465,30.39246245958873,8.881944443721911,30.248120002387722,-0.14434245720100947,0.14434245720100947,1
106,58,1,bottom,3,1,1,cv_fit,7,8.749998849219095,14.166530454745018,8.068888887956325,13.771725086759844,-0.3948053679851746,0.3948053679851746,1
106,59,2,bottom,3,1,1,cv_fit,5,5.249999052803067,3.814195245375807,4.484999999841465,4.430300733263223,0.6161054878874164,0.6161054878874164,1
106,61,1,top,0,0,0,cv_fit,0,-1.7499999984571932,195.37775021660224,,,,,0
106,62,2,top,1,0,0,cv_fit,0,-8.750000002473655,184.8071152217085,,,,,0
106,64,1,top,1,0,0,cv_fit,0,-5.250000000233037,192.05060177623938,,,,,0
106,67,1,top,0,0,0,cv_fit,0,-8.750000000909715,199.97574219666058,,,,,0
106,68,2,top,0,0,0,cv_fit,0,-5.250000000372284,206.6390320170717,,,,,0
106,69,0,top,0,0,0,cv_fit,0,-1.75000000067654,212.0053545844086,,,,,0
106,70,1,top,0,0,0,cv_fit,0,-8.750000002232538,218.336383704904,,,,,0
106,71,2,top,0,0,0,cv_fit,0,-5.249999999845386,220.62279663224928,,,,,0
106,72,0,top,0,0,0,cv_fit,0,-1.7500000012828716,223.70757937930313,,,,,0
107,55,1,bottom,0,0,1,cv_fit,3,1.749998850723232,2.4562719732958143,0.9453703700754588,0.0,-2.4562719732958143,2.4562719732958143,1
107,56,2,bottom,3,1,1,cv_fit,8,5.249999055641114,20.432252505306412,5.489444443706116,20.389802602692157,-0.04244990261425485,0.04244990261425485,1
107,57,0,bottom,1,0,1,cv_fit,3,8.74999865498787,31.776388852571532,8.945940170187006,31.59436070142071,-0.1820281511508206,0.1820281511508206,1
107,58,1,bottom,2,1,1,cv_fit,8,8.749998848371533,15.54289230236851,8.548333332718634,14.913794408019513,-0.6290978943489982,0.6290978943489982,1
107,59,2,bottom,4,1,1,cv_fit,6,5.249999053369753,4.91279754020335,5.126111111248786,5.228993530255366,0.31619599005201593,0.31619599005201593,1
107,61,1,top,1,0,0,cv_fit,0,-1.7499999992021122,194.55679692021056,,,,,0
107,62,2,top,1,0,0,cv_fit,0,-8.750000000936707,183.6314025978789,,,,,0
107,63,0,bottom,0,0,0,cv_fit,0,8.749998656011018,-1.2711269946395949,,,,,0
107,64,1,top,1,0,0,cv_fit,0,-5.249999997351134,190.9408452989032,,,,,0
107,67,1,top,0,0,0,cv_fit,0,-8.750000000258852,198.81667691767868,,,,,0
107,68,2,top,0,0,0,cv_fit,0,-5.250000000540153,205.58490901657797,,,,,0
107,69,0,top,0,0,0,cv_fit,0,-1.750000000746998,211.18676632590606,,,,,0
107,70,1,top,0,0,0,cv_fit,0,-8.749999998137284,217.11148434858634,,,,,0
107,71,2,top,0,0,0,cv_fit,0,-5.250000000155439,219.71077877470472,,,,,0
107,72,0,top,0,0,0,cv_fit,0,-1.7500000022090276,223.21351504686618,,,,,0
108,55,1,bottom,1,0,1,cv_fit,3,1.7499988496005898,3.287418213129928,0.7648148144566669,0.0,-3.287418213129928,3.287418213129928,1
108,56,2,bottom,2,1,1,cv_fit,9,5.249999056020992,21.539586642097692,5.333888888815922,21.16418676950444,-0.3753998725932526,0.3753998725932526,1
108,57,0,bottom,1,0,1,cv_fit,3,8.749998653633712,33.16254303186831,9.009935896652099,32.94060140045367,-0.22194163141463719,0.22194163141463719,1
108,58,1,bottom,3,1,1,cv_fit,9,8.749998852982987,16.90841278428718,8.46999999870562,16.623546497754745,-0.2848662865324343,0.2848662865324343,1
108,59,2,bottom,4,1,1,cv_fit,7,5.249999053668135,6.011613461115548,5.262222222533531,5.660880940970898,-0.35073252014464984,0.35073252014464984,1
108,61,1,top,1,0,0,cv_fit,0,-1.7500000007543683,193.72993832186478,,,,,0
108,62,2,top,0,0,0,cv_fit,0,-8.74999999953912,182.45066982852302,,,,,0
108,63,0,bottom,5,1,0,cv_fit,1,8.749998653071204,0.09029266653776258,,,,,0
108,64,1,top,1,0,0,cv_fit,0,-5.2500000013356205,189.8385122630425,,,,,0
108,67,1,top,0,0,0,cv_fit,0,-8.750000000958517,197.65663512293185,,,,,0
108,68,2,top,0,0,0,cv_fit,0,-5.2499999989516875,204.5263534181551,,,,,0
108,69,0,top,1,0,0,cv_fit,0,-1.7500000011547123,210.3711536069743,,,,,0
108,70,1,top,0,0,0,cv_fit,0,-8.749999997614761,215.88734799730685,,,,,0
108,71,2,top,0,0,0,cv_fit,0,-5.249999998336878,218.78435664859907,,,,,0
108,72,0,top,0,0,0,cv_fit,0,-1.7499999990046786,222.69401426960135,,,,,0
109,55,1,bottom,2,1,1,cv_fit,4,1.749998849542999,4.108646240191499,1.3564926373624973,4.251178553948435,0.1425323137569361,0.1425323137569361,1
109,56,2,bottom,3,1,1,cv_fit,10,5.2499990539391685,22.644258119648928,5.411666667607252,22.141256672463783,-0.5030014471851452,0.5030014471851452,1
109,57,0,bottom,1,0,1,cv_fit,3,8.74999865291281,34.54950591575719,9.073931623117193,34.28684209948666,-0.2626638162705248,0.2626638162705248,1
109,58,1,bottom,1,0,1,cv_fit,9,8.749998849935688,18.276901095709466,8.5936111093947,17.98576357988273,-0.29113751582673686,0.29113751582673686,1
109,59,2,bottom,6,1,1,cv_fit,8,5.249999054129524,7.114106749437395,5.734444444641504,6.502004430218378,-0.6121023192190176,0.6121023192190176,1
109,61,1,top,0,0,0,cv_fit,0,-1.750000001319681,192.90903836996938,,,,,0
109,62,2,top,1,0,0,cv_fit,0,-8.749999999025686,181.2758880346743,,,,,0
109,63,0,bottom,3,1,1,cv_fit,2,8.749998651809829,1.4455783068510342,9.07222222178386,1.6852299576104315,0.23965165075939732,0.23965165075939732,1
109,64,1,top,1,0,0,cv_fit,0,-5.2500000017626745,188.73592745900493,,,,,0
109,67,1,top,0,0,0,cv_fit,0,-8.750000000197744,196.4946325358301,,,,,0
109,68,2,top,0,0,0,cv_fit,0,-5.250000002355754,203.47030795267784,,,,,0
109,69,0,top,0,0,0,cv_fit,0,-1.7499999998674005,209.5426928758199,,,,,0
109,70,1,top,0,0,0,cv_fit,0,-8.750000001565805,214.66408142653736,,,,,0
109,71,2,top,0,0,0,cv_fit,0,-5.249999997960361,217.83828123314174,,,,,0
109,72,0,top,1,0,0,cv_fit,0,-1.7500000004334533,222.15000793886082,,,,,0
110,55,1,bottom,2,1,1,cv_fit,5,1.7499988508161415,4.938800664349442,1.6498138601471943,4.964672950138521,0.025872285789079186,0.025872285789079186,1
110,56,2,bottom,3,1,1,cv_fit,11,5.249999055769086,23.74423370516516,5.352777779714966,23.206275715022954,-0.5379579901422069,0.5379579901422069,1
110,57,0,bottom,1,0,1,cv_fit,3,8.74999865078009,35.935858460896654,9.137927349582288,35.633082798519624,-0.30277566237703013,0.30277566237703013,1
110,58,1,bottom,3,1,1,cv_fit,10,8.749998849150012,19.6540335070474,8.252402402880014,19.279977215819798,-0.3740562912276033,0.3740562912276033,1
110,59,2,bottom,1,0,1,cv_fit,8,5.249999056427316,8.213044739855404,6.074166666959634,7.276287662833411,-0.9367570770219924,0.9367570770219924,1
110,61,1,top,1,0,0,cv_fit,0,-1.7499999995458173,192.08833683793353,,,,,0
110,62,2,top,1,0,0,cv_fit,0,-8.749999998003563,180.10477599013745,,,,,0
110,63,0,bottom,4,1,1,cv_fit,3,8.749998650820578,2.7982546959530454,8.848148147747128,2.584810585922412,-0.21344411003063346,0.21344411003063346,1
110,64,1,top,1,0,0,cv_fit,0,-5.250000000482618,187.63643249520842,,,,,0
110,67,1,top,0,0,0,cv_fit,0,-8.749999996693507,195.33701686902307,,,,,0
110,68,2,top,0,0,0,cv_fit,0,-5.249999997660482,202.40883786447571,,,,,0
110,69,0,top,1,0,0,cv_fit,0,-1.7500000015676307,208.7278430370671,,,,,0
110,70,1,top,0,0,0,cv_fit,0,-8.749999999850715,213.43568788601826,,,,,0
110,71,2,top,0,0,0,cv_fit,0,-5.250000000488774,216.8805328283022,,,,,0
110,72,0,top,0,0,0,cv_fit,0,-1.7499999979878589,221.59049862431533,,,,,0
111,55,1,bottom,0,0,1,cv_fit,5,1.7499988501110249,5.7613867187579135,1.675057273660061,5.773198597274927,0.011811878517013596,0.011811878517013596,1
111,56,2,bottom,3,1,1,cv_fit,12,5.249999056085767,24.848893740913716,5.363333333734927,24.628438127231178,-0.22045561368253885,0.22045561368253885,1
111,57,0,bottom,2,1,1,cv_fit,4,8.749998650154133,37.32344696334337,8.820101352182263,37.78885543434764,0.46540847100426674,0.46540847100426674,1
111,58,1,bottom,1,0,1,cv_fit,10,8.74999885064322,21.02166733292264,8.258220721521464,20.628814820301358,-0.39285251262128185,0.39285251262128185,1
111,59,2,bottom,2,1,1,cv_fit,9,5.249999057504438,9.304551700531729,5.509609609684063,8.708153594678109,-0.5963981058536199,0.5963981058536199,1
111,61,1,top,1,0,0,cv_fit,0,-1.7499999995946425,191.25944884122592,,,,,0
111,62,2,top,1,0,0,cv_fit,0,-8.75000000208652,178.9273087007139,,,,,0
111,63,0,bottom,5,1,1,cv_fit,4,8.749998653005505,4.165564268385911,9.075555555718182,4.146133991488227,-0.019430276897683285,0.019430276897683285,1
111,64,1,top,1,0,0,cv_fit,0,-5.249999999735741,186.52664548853505,,,,,0
111,67,1,top,0,0,0,cv_fit,0,-8.749999996693507,195.33701686902307,,,,,0
111,68,2,top,0,0,0,cv_fit,0,-5.249999998961636,201.34924470905784,,,,,0
111,69,0,top,0,0,0,cv_fit,0,-1.7499999984073125,207.90061827034702,,,,,0
111,70,1,top,0,0,0,cv_fit,0,-8.750000000752893,212.21413023424876,,,,,0
111,71,2,top,0,0,0,cv_fit,0,-5.250000002591927,215.91564336006857,,,,,0
111,72,0,top,0,0,0,cv_fit,0,-1.7500000000103546,221.0145404030556,,,,,0
112,55,1,bottom,2,1,1,cv_fit,6,1.749998849956123,6.5870397939117495,1.6842753621270399,6.74179840041252,0.15475860650077067,0.15475860650077067,1
112,56,2,bottom,1,0,1,cv_fit,12,5.249999054472702,25.953111266553243,5.34083333375675,25.776734185278002,-0.1763770812752412,0.1763770812752412,1
112,57,0,bottom,1,0,1,cv_fit,4,8.749998651928127,38.70902129933505,8.84450075172801,39.219047593492704,0.5100262941576545,0.5100262941576545,1
112,58,1,bottom,1,0,1,cv_fit,10,8.749998851261523,22.39741500975725,8.264039040162917,21.977652424782946,-0.4197625849743041,0.4197625849743041,1
112,59,2,bottom,3,1,1,cv_fit,10,5.249999054250708,10.40568695119823,5.483107235421629,9.882215962630838,-0.5234709885673929,0.5234709885673929,1
112,61,1,top,1,0,0,cv_fit,0,-1.7500000012989887,190.43379577933447,,,,,0
112,62,2,top,1,0,0,cv_fit,0,-8.75000000181626,177.746675126646,,,,,0
112,63,0,bottom,3,1,1,cv_fit,5,8.749998655134462,5.517676089599635,9.163333333737542,5.441088185984228,-0.07658790361540735,0.07658790361540735,1
112,64,1,top,1,0,0,cv_fit,0,-5.250000000040877,185.42126827950352,,,,,0
112,67,1,top,0,0,0,cv_fit,0,-8.749999998613712,193.00938013947336,,,,,0
112,68,2,top,0,0,0,cv_fit,0,-5.249999998876881,200.28010708865168,,,,,0
112,69,0,top,1,0,0,cv_fit,0,-1.7499999989110189,207.07929868260445,,,,,0
112,70,1,top,0,0,0,cv_fit,0,-8.74999999910749,210.99937802548394,,,,,0
112,71,2,top,0,0,0,cv_fit,0,-5.25000000034322,214.94851077297093,,,,,0
112,72,0,top,0,0,0,cv_fit,0,-1.7499999993607513,220.42152281207632,,,,,0
113,55,1,bottom,1,0,1,cv_fit,6,1.7499988494146033,7.410037836135819,1.713260869351069,7.625375970869342,0.21533813473352303,0.21533813473352303,1
113,56,2,bottom,2,1,1,cv_fit,13,5.249999057481187,27.058580020241916,5.054054053355326,26.63601497097727,-0.42256504926464444,0.42256504926464444,1
113,57,0,bottom,1,0,1,cv_fit,4,8.74999865111231,40.08882782118316,8.86890015127376,40.64923975263777,0.5604119314546097,0.5604119314546097,1
113,58,1,bottom,1,0,1,cv_fit,10,8.74999884992215,23.765197598738364,8.26985735880437,23.326490029264505,-0.43870756947385914,0.43870756947385914,1
113,59,2,bottom,4,1,1,cv_fit,11,5.249999056215537,11.507844548984858,5.576679587156091,11.30412386000306,-0.2037206889817984,0.2037206889817984,1
113,61,1,top,1,0,0,cv_fit,0,-1.7499999997216016,189.60672365626257,,,,,0
113,62,2,top,1,0,0,cv_fit,0,-8.749999998233257,176.56537015502528,,,,,0
113,63,0,bottom,4,1,1,cv_fit,6,8.74999865205823,6.878470153212514,9.080555555782247,6.873333928895448,-0.0051362243170656185,0.0051362243170656185,1
113,64,1,top,1,0,0,cv_fit,0,-5.249999999670336,184.31518156311094,,,,,0
113,67,1,top,0,0,0,cv_fit,0,-8.750000000752795,191.8369635208688,,,,,0
113,68,2,top,0,0,0,cv_fit,0,-5.250000000634869,199.21277009264145,,,,,0
113,69,0,top,0,0,0,cv_fit,0,-1.750000001841175,206.2590014980837,,,,,0
113,70,1,top,0,0,0,cv_fit,0,-8.749999999937788,209.77136597026646,,,,,0
113,71,2,top,0,0,0,cv_fit,0,-5.250000001005217,213.96738587453012,,,,,0
113,72,0,top,0,0,0,cv_fit,0,-1.7500000009011736,219.80514408066992,,,,,0
114,55,1,bottom,2,1,1,cv_fit,7,1.7499988494272898,8.230213007031276,1.6739855071785033,8.524824686695368,0.29461167966409185,0.29461167966409185,1
114,56,2,bottom,2,1,1,cv_fit,14,5.249999055831054,28.16334686741941,5.108947027757496,28.093704451468767,-0.0696424159506428,0.0696424159506428,1
114,57,0,bottom,1,0,1,cv_fit,4,8.749998651078982,41.47020598895992,8.893299550819506,42.079431911782805,0.6092259228228869,0.6092259228228869,1
114,58,1,bottom,1,0,1,cv_fit,10,8.74999885186545,25.138667908727783,8.27567567744582,24.675327633746065,-0.4633402749817179,0.4633402749817179,1
114,59,2,bottom,0,0,1,cv_fit,11,5.249999056363736,12.60424957671832,5.6320090446445255,12.46248576417166,-0.14176381254666026,0.14176381254666026,1
114,61,1,top,1,0,0,cv_fit,0,-1.750000000248253,188.77891146592523,,,,,0
114,62,2,top,1,0,0,cv_fit,0,-8.750000003191783,175.39357914566776,,,,,0
114,63,0,bottom,2,1,1,cv_fit,7,8.74999864957751,8.235205379295923,8.784444444514659,8.62035411549266,0.3851487361967365,0.3851487361967365,1
114,64,1,top,1,0,0,cv_fit,0,-5.250000001433102,183.21113952235459,,,,,0
114,67,1,top,0,0,0,cv_fit,0,-8.749999997996284,190.67413693112445,,,,,0
114,68,2,top,0,0,0,cv_fit,0,-5.2500000012291705,198.14779814615824,,,,,0
114,69,0,top,1,0,0,cv_fit,0,-1.7499999986793935,205.4283206272172,,,,,0
114,70,1,top,0,0,0,cv_fit,0,-8.750000000973461,208.54773318504593,,,,,0
114,71,2,top,0,0,0,cv_fit,0,-5.250000001825901,212.98836670019037,,,,,0
114,72,0,top,0,0,0,cv_fit,0,-1.7499999991170259,219.17553585216618,,,,,0
115,55,1,bottom,3,1,1,cv_fit,8,1.7499988498093408,9.053409421536228,1.5633760683017954,8.642839746591306,-0.4105696749449219,0.4105696749449219,1
115,56,2,bottom,3,1,1,cv_fit,15,5.2499990554405525,29.270478823695363,5.090503875577481,29.24517015124094,-0.02530867245442181,0.02530867245442181,1
115,57,0,bottom,1,0,1,cv_fit,4,8.749998651078982,41.47020598895992,8.917698950365255,43.50962407092787,2.039418081967952,2.039418081967952,1
115,58,1,bottom,1,0,1,cv_fit,10,8.749998849109387,26.513667905911753,8.281493996087272,26.024165238227653,-0.4895026676840999,0.4895026676840999,1
115,59,2,bottom,0,0,1,cv_fit,11,5.249999056121396,13.705598452233113,5.68733850213296,13.62084766834026,-0.08475078389285251,0.08475078389285251,1
115,61,1,top,1,0,0,cv_fit,0,-1.750000001321557,187.94883333101754,,,,,0
115,62,2,top,1,0,0,cv_fit,0,-8.750000001941745,174.21277009391545,,,,,0
115,63,0,bottom,2,1,1,cv_fit,8,8.749998654373519,9.59470245410714,8.500555555514236,9.876273391266295,0.28157093715915593,0.28157093715915593,1
115,64,1,top,1,0,0,cv_fit,0,-5.249999999273065,182.11226259255642,,,,,0
115,67,1,top,0,0,0,cv_fit,0,-8.750000000113616,189.50695405653062,,,,,0
115,68,2,top,0,0,0,cv_fit,0,-5.249999997783164,197.08250575396923,,,,,0
115,69,0,top,0,0,0,cv_fit,0,-1.7500000012204635,204.59803650943786,,,,,0
115,70,1,top,0,0,0,cv_fit,0,-8.750000000694438,207.32678592136548,,,,,0
115,71,2,top,0,0,0,cv_fit,0,-5.250000000937481,211.99762883211258,,,,,0
115,72,0,top,0,0,0,cv_fit,0,-1.7500000002657166,218.52993652192774,,,,,0
116,55,1,bottom,2,1,1,cv_fit,9,1.749998850178067,9.874149168937365,1.593534482795408,9.648014532983183,-0.22613463595418182,0.22613463595418182,1
116,56,2,bottom,2,1,1,cv_fit,16,5.2499990554405525,29.270478823695363,5.166028528642124,29.905166852345857,0.6346880286504941,0.6346880286504941,1
116,57,0,bottom,1,0,1,cv_fit,4,8.749998655702763,44.239920345048894,8.942098349911003,44.939816230072935,0.6998958850240413,0.6998958850240413,1
116,58,1,bottom,1,0,1,cv_fit,10,8.749998849299851,27.888667907066534,8.287312314728725,27.373002842709212,-0.5156650643573215,0.5156650643573215,1
116,59,2,bottom,3,1,1,cv_fit,12,5.249999057224792,14.804078676987066,5.674046433868746,15.292445644517187,0.488366967530121,0.488366967530121,1
116,61,1,top,1,0,0,cv_fit,0,-1.7500000009740317,187.12446963368257,,,,,0
116,62,2,top,1,0,0,cv_fit,0,-8.750000000912594,173.04086455076146,,,,,0
116,63,0,bottom,2,1,1,cv_fit,9,8.749998651380796,10.949774473346253,8.78111111124326,11.220478434331142,0.27070396098488914,0.27070396098488914,1
116,64,1,top,1,0,0,cv_fit,0,-5.2500000016183925,181.00616821580388,,,,,0
116,67,1,top,0,0,0,cv_fit,0,-8.7500000018953,188.33378968984218,,,,,0
116,68,2,top,0,0,0,cv_fit,0,-5.249999999281585,196.0186477457238,,,,,0
116,69,0,top,0,0,0,cv_fit,0,-1.7499999987526442,203.7743593974593,,,,,0
116,70,1,top,0,0,0,cv_fit,0,-8.750000001781299,206.10860047251725,,,,,0
116,71,2,top,0,0,0,cv_fit,0,-5.250000002656432,211.01383365288498,,,,,0
116,72,0,top,1,0,0,cv_fit,0,-1.7499999992639295,217.86268489270645,,,,,0
117,55,1,bottom,2,1,1,cv_fit,10,1.749998849951496,10.69980987452799,1.5766516516383804,10.786311986467936,0.0865021119399465,0.0865021119399465,1
117,56,2,bottom,2,1,1,cv_fit,17,5.249999055589591,31.470338442853254,5.318333333316755,31.28999391191624,-0.1803445309370133,0.1803445309370133,1
117,57,0,bottom,2,1,1,cv_fit,5,8.749998652469806,45.619343494968774,8.817240280129381,46.39721851837436,0.7778750234055849,0.7778750234055849,1
