甯у彿,杞﹁締ID,閫熷害(m/s),璺濈(m),瑙掑害(deg),Yaw(deg)
210,61,-8.24545755,111.8426736,0.896542462,-180
210,62,-11.61988084,65.19582421,7.713001199,-180
210,63,13.70537855,143.0359998,-3.507168005,-3.05E-05
210,64,-10.98798681,79.85951985,3.769368186,-180
210,65,11.01891445,103.4331335,-2.909436685,-3.05E-05
210,66,8.281805228,58.29048789,-1.720395319,-3.05E-05
210,67,-11.70556089,80.98312684,6.202757339,-180
210,68,-11.06075684,95.46663494,3.152459136,-180
210,69,-8.286421745,128.8736464,0.778054309,-180
210,70,-11.75181154,97.14662547,5.16763619,-180
210,71,-10.95811434,112.5323613,2.674004735,-180
210,72,-8.318905211,143.237522,0.700026832,-180
211,55,8.280334121,90.83580868,-1.103901855,-3.05E-05
211,56,10.96669256,137.4058094,-2.189689649,-3.05E-05
211,57,13.77377886,178.4273484,-2.810887657,-3.05E-05
211,58,13.73927064,161.3990263,-3.107726161,-3.05E-05
211,59,11.06950003,121.7533001,-2.47135918,-3.05E-05
211,60,8.259760261,73.17095755,-1.370450502,-3.05E-05
211,61,-8.270811476,111.0155767,0.903222504,-180
211,62,-11.61277193,64.03422304,7.853792413,-180
211,63,13.78606515,144.4145726,-3.473647511,-3.05E-05
211,64,-10.91494963,78.76792704,3.82168245,-180
211,65,11.02992407,104.5360878,-2.878713388,-3.05E-05
211,66,8.212739525,59.11166644,-1.696488572,-3.05E-05
211,67,-11.68336439,79.81462142,6.293931566,-180
211,68,-11.00206973,94.36637412,3.189252891,-180
211,69,-8.187520807,128.0548916,0.783029325,-180
211,70,-11.81226856,95.96530049,5.231425646,-180
211,71,-10.98092468,111.4342333,2.700375132,-180
211,72,-8.232066456,142.4143024,0.70407351,-180
212,55,8.202232176,91.65600037,-1.094022288,-3.05E-05
212,56,11.03599405,138.5093988,-2.17223465,-3.05E-05
212,57,13.77616725,179.8049471,-2.789334585,-3.05E-05
212,58,13.79781917,162.7787893,-3.081358587,-3.05E-05
212,59,11.0109809,122.8543684,-2.449196343,-3.05E-05
212,60,8.214876988,73.99240348,-1.355233235,-3.05E-05
212,61,-8.258107409,110.1897506,0.909992346,-180
212,62,-11.54876498,62.8790079,7.999018635,-180
212,63,13.78330606,145.7928601,-3.440768835,-3.05E-05
212,64,-10.94519794,77.67330902,3.875621567,-180
212,65,11.00363533,105.6364081,-2.848703536,-3.05E-05
212,66,8.230873746,59.93466682,-1.673186357,-3.05E-05
212,67,-11.67342835,78.64709428,6.387752023,-180
212,68,-10.88085528,93.27822775,3.226496584,-180
212,69,-8.254912928,127.2293934,0.788110148,-180
212,70,-11.79116464,94.78606954,5.296694558,-180
212,71,-10.98648043,110.3355507,2.727284744,-180
212,72,-8.14433244,141.5998612,0.708123341,-180
213,55,8.248619202,92.48084809,-1.084263402,-3.05E-05
213,56,11.01999027,139.6113711,-2.155080772,-3.05E-05
213,57,13.85951541,181.1908718,-2.767982352,-3.05E-05
213,58,13.770583,164.155822,-3.055485757,-3.05E-05
213,59,10.99613646,123.9539574,-2.427456585,-3.05E-05
213,60,8.210159039,74.81337503,-1.340358728,-3.05E-05
213,61,-8.305300898,109.3592065,0.916904,-180
213,62,-11.62102162,61.71653594,8.150700419,-180
213,63,13.7504586,147.1678702,-3.408583089,-3.05E-05
213,64,-10.98746676,76.5744629,3.931323688,-180
213,65,11.03181568,106.7395486,-2.819238615,-3.05E-05
213,66,8.191851146,60.75377495,-1.650621464,-3.05E-05
213,67,-11.61424125,77.48548244,6.483920851,-180
213,68,-10.9355175,92.18461843,3.264814562,-180
213,69,-8.26119348,126.403265,0.793261294,-180
213,70,-11.71329104,93.61463716,5.363166977,-180
213,71,-10.85669797,109.2498428,2.75440887,-180
213,72,-8.323778733,140.767481,0.712310801,-180
214,55,8.231105947,93.30393148,-1.074697414,-3.05E-05
214,56,11.07122966,140.7184833,-2.138117621,-3.05E-05
214,57,13.83071905,182.5739359,-2.746997734,-3.05E-05
214,58,13.82301604,165.5380849,-3.029948172,-3.05E-05
214,59,11.04836652,125.0587704,-2.405998911,-3.05E-05
214,60,8.277361639,75.64106887,-1.325689372,-3.05E-05
214,61,-8.182470415,108.5409462,0.923816884,-180
214,62,-11.564433,60.55971364,8.307486293,-180
214,63,13.696094,148.5374397,-3.37711809,-3.05E-05
214,64,-11.02940031,75.47141504,3.988874045,-180
214,65,11.02819122,107.8423291,-2.790386545,-3.05E-05
214,66,8.233131364,61.5770114,-1.628547962,-3.05E-05
214,67,-11.69888905,76.31539778,6.583770269,-180
214,68,-11.0560664,91.0789461,3.304492215,-180
214,69,-8.197974177,125.5834533,0.798440056,-180
214,70,-11.71087015,92.44344814,5.43131724,-180
214,71,-10.90679171,108.1591343,2.78220688,-180
214,72,-8.326793451,139.9347937,0.716549653,-180
215,55,8.299332139,94.13384204,-1.065221481,-3.05E-05
215,56,11.06292168,141.8247536,-2.121432087,-3.05E-05
215,57,13.80213748,183.9541306,-2.726371578,-3.05E-05
215,58,13.75727634,166.913786,-3.004952364,-3.05E-05
215,59,11.00125713,126.1588747,-2.385006443,-3.05E-05
215,60,8.269872004,76.46801088,-1.311350556,-3.05E-05
215,61,-8.274734875,107.7134568,0.930914565,-180
215,62,-11.48555882,59.41074735,8.469316821,-180
215,63,13.73209026,149.9106117,-3.346148517,-3.05E-05
215,64,-10.91033904,74.38027013,4.047486918,-180
215,65,11.00519828,108.9428155,-2.762177474,-3.05E-05
215,66,8.218609766,62.39879454,-1.607094555,-3.05E-05
215,67,-11.63960262,75.15124622,6.686219908,-180
215,68,-11.04587749,89.97429482,3.345108698,-180
215,69,-8.161379462,124.7673077,0.803663267,-180
215,70,-11.77134578,91.26619684,5.501591036,-180
215,71,-11.05878356,107.0532108,2.810971702,-180
215,72,-8.175342191,139.1172551,0.720760761,-180
216,55,8.241207604,94.95793916,-1.055975853,-3.05E-05
216,56,11.03253765,142.9279994,-2.105049581,-3.05E-05
216,57,13.8268308,185.3367933,-2.706016915,-3.05E-05
216,58,13.82254265,168.2960242,-2.980249906,-3.05E-05
216,59,11.01218269,127.260068,-2.364356985,-3.05E-05
216,60,8.264270823,77.29439471,-1.297327998,-3.05E-05
216,61,-8.256075572,106.8878362,0.938105754,-180
216,62,-11.50592834,58.25972541,8.637909482,-180
216,63,13.78105841,151.2886856,-3.315634548,-3.05E-05
216,64,-10.9058741,73.28956147,4.107825016,-180
216,65,11.04935249,110.0477128,-2.734423572,-3.05E-05
216,66,8.221987518,63.22092148,-1.586190469,-3.05E-05
216,67,-11.59373175,73.99165196,6.791495749,-180
216,68,-10.98131672,88.87610504,3.386490144,-180
216,69,-8.275363619,123.9397591,0.8090297,-180
216,70,-11.72243512,90.09384022,5.573406322,-180
216,71,-10.97559431,105.9556156,2.840114334,-180
216,72,-8.151354477,138.3021065,0.72500913,-180
217,55,8.257952392,95.78372108,-1.046870931,-3.05E-05
217,56,11.05096114,144.0330745,-2.088891673,-3.05E-05
217,57,13.84234755,186.7210016,-2.685941788,-3.05E-05
217,58,13.811991,169.6771939,-2.955969083,-3.05E-05
217,59,10.9840894,128.358456,-2.344113382,-3.05E-05
217,60,8.189349472,78.11328959,-1.283725268,-3.05E-05
217,61,-8.209406758,106.0668841,0.9453673,-180
217,62,-11.47114027,57.11216519,8.812839673,-180
217,63,13.80596734,152.6692484,-3.285618753,-3.05E-05
217,64,-11.01354166,72.18809132,4.170613688,-180
217,65,11.02751321,111.1504313,-2.707275168,-3.05E-05
217,66,8.197340181,64.04058177,-1.565883608,-3.05E-05
217,67,-11.58834077,72.83260438,6.900095998,-180
217,68,-10.98803082,87.77722821,3.428935743,-180
217,69,-8.309222546,123.1088325,0.814490636,-180
217,70,-11.63005737,88.93071475,5.646536307,-180
217,71,-10.96544115,104.8590355,2.869840017,-180
217,72,-8.236207215,137.4784875,0.729352817,-180
218,55,8.187590521,96.60245385,-1.037997433,-3.05E-05
218,56,10.96066226,145.1291262,-2.073108924,-3.05E-05
218,57,13.76333797,188.0973266,-2.66627426,-3.05E-05
218,58,13.74402716,171.0515764,-2.932197323,-3.05E-05
218,59,11.04052318,129.4624903,-2.324112159,-3.05E-05
218,60,8.2005878,78.93332224,-1.27038654,-3.05E-05
218,61,-8.253264482,105.241545,0.952781864,-180
218,62,-11.48628059,55.96306104,8.995282038,-180
218,63,13.82010899,154.0512257,-3.256111898,-3.05E-05
218,64,-11.02385759,71.08556949,4.23541618,-180
218,65,10.98632805,112.2490289,-2.680759223,-3.05E-05
218,66,8.170089071,64.85752614,-1.546154943,-3.05E-05
218,67,-11.5111713,71.68125363,7.011478057,-180
218,68,-11.05063159,86.67209832,3.472710351,-180
218,69,-8.305669934,122.2782565,0.820023446,-180
218,70,-11.62612199,87.76797091,5.72158922,-180
218,71,-10.97962884,103.761021,2.900234915,-180
218,72,-8.364984486,136.6419759,0.733818102,-180
219,55,8.293737841,97.43181556,-1.029160809,-3.05E-05
219,56,11.04304879,146.2334216,-2.057446889,-3.05E-05
219,57,13.81022772,189.4783256,-2.646827428,-3.05E-05
219,58,13.73607006,172.4251538,-2.908818612,-3.05E-05
219,59,10.9944986,130.561913,-2.304530903,-3.05E-05
219,60,8.179270359,79.75120805,-1.257356032,-3.05E-05
219,61,-8.194030959,104.42212,0.960259266,-180
219,62,-11.46750889,54.8157952,9.185160937,-180
219,63,13.73339861,155.4245332,-3.227310788,-3.05E-05
219,64,-11.0030208,69.98514352,4.30213709,-180
219,65,10.95501706,113.3444995,-2.654831132,-3.05E-05
219,66,8.217793944,65.67925654,-1.526805984,-3.05E-05
219,67,-11.54603225,70.52641903,7.126878404,-180
219,68,-11.01493693,85.57052876,3.517471258,-180
219,69,-8.250100726,121.453237,0.825594166,-180
219,70,-11.55921657,86.61191277,5.798218532,-180
219,71,-11.02539274,102.6584509,2.931411019,-180
219,72,-8.355759054,135.8063966,0.738333331,-180
220,55,8.200109827,98.25181174,-1.020570661,-3.05E-05
220,56,11.06044198,147.3394453,-2.041995815,-3.05E-05
220,57,13.79366907,190.8576691,-2.627685124,-3.05E-05
220,58,13.84715296,173.8098401,-2.885625312,-3.05E-05
220,59,11.0670863,131.6685979,-2.28515082,-3.05E-05
220,60,8.274729204,80.5786463,-1.244442574,-3.05E-05
220,61,-8.221402094,103.599963,0.967880491,-180
220,62,-11.44163968,53.67107947,9.382816474,-180
220,63,13.70714385,156.7952178,-3.199068548,-3.05E-05
220,64,-10.99013802,68.88598934,4.370914993,-180
220,65,10.98034631,114.4425057,-2.629341659,-3.05E-05
220,66,8.211750721,66.50036837,-1.507949399,-3.05E-05
220,67,-11.59164801,69.3669994,7.24663298,-180
220,68,-11.06287808,84.46416144,3.563604534,-180
220,69,-8.212364033,120.6319843,0.831215137,-180
220,70,-11.58928533,85.45284986,5.877139362,-180
220,71,-10.96940413,101.5614593,2.963102057,-180
220,72,-8.221665478,134.9842176,0.742830717,-180
221,55,8.253306936,99.07712576,-1.012068404,-3.05E-05
221,56,11.02175234,148.4416066,-2.026827888,-3.05E-05
221,57,13.740534,192.231708,-2.608889849,-3.05E-05
221,58,13.81326027,175.1911538,-2.862854256,-3.05E-05
221,59,10.98148415,132.7667292,-2.266240129,-3.05E-05
221,60,8.281186634,81.40673085,-1.23178191,-3.05E-05
221,61,-8.300213218,102.7699229,0.975698508,-180
221,62,-11.54143607,52.51634189,9.591054564,-180
221,63,13.72702856,158.1678893,-3.171276689,-3.05E-05
221,64,-10.89703081,67.79612675,4.44131997,-180
221,65,10.94908207,115.5373826,-2.604407743,-3.05E-05
221,66,8.264077395,67.32671266,-1.489437165,-3.05E-05
221,67,-11.5493293,68.21180158,7.3700336,-180
221,68,-11.02838538,83.36124373,3.610815201,-180
221,69,-8.307765726,119.8012018,0.836979753,-180
221,70,-11.69522665,84.28318807,5.958994199,-180
221,71,-11.03201464,100.4582155,2.995672708,-180
221,72,-8.251342963,134.1590856,0.747399681,-180
222,55,8.244222127,99.90151765,-1.003715911,-3.05E-05
222,56,11.06733994,149.5483281,-2.011822305,-3.05E-05
222,57,13.74377871,193.6060774,-2.590357207,-3.05E-05
222,58,13.76882525,176.5680124,-2.840511643,-3.05E-05
222,59,11.0619285,133.8729015,-2.247504867,-3.05E-05
222,60,8.255701801,82.2322677,-1.219414068,-3.05E-05
222,61,-8.18590549,101.9513161,0.983533538,-180
222,62,-11.50974991,51.36473573,9.808188962,-180
222,63,13.75469633,159.5433302,-3.143909165,-3.05E-05
222,64,-10.89407376,66.70657701,4.514011372,-180
222,65,11.04027297,116.6413804,-2.579740561,-3.05E-05
222,66,8.250763552,68.15173434,-1.471402557,-3.05E-05
222,67,-11.62884243,67.04863124,7.498618759,-180
222,68,-10.96598271,82.26455819,3.659016825,-180
222,69,-8.200258834,118.9811627,0.84274878,-180
222,70,-11.66141473,83.11690296,6.04291924,-180
222,71,-11.00569255,99.35760277,3.028887414,-180
222,72,-8.302062017,133.328868,0.752053887,-180
223,55,8.252830248,100.7267899,-0.995491459,-3.05E-05
223,56,11.06149308,150.6544608,-1.99704513,-3.05E-05
223,57,13.85085712,194.9911432,-2.571944907,-3.05E-05
223,58,13.78490292,177.9464753,-2.818489776,-3.05E-05
223,59,11.06869321,134.9797487,-2.229065763,-3.05E-05
223,60,8.242499439,83.05648556,-1.207311312,-3.05E-05
223,61,-8.209862617,101.1303205,0.991518848,-180
223,62,-11.41559749,50.22251046,10.0335415,-180
223,63,13.72329394,160.9156334,-3.117071024,-3.05E-05
223,64,-10.94205896,65.61221136,4.589462022,-180
223,65,10.98199774,117.7395485,-2.555663027,-3.05E-05
223,66,8.234876345,68.97516966,-1.453832951,-3.05E-05
223,67,-11.66351835,65.88196664,7.632191342,-180
223,68,-10.9401794,81.17046689,3.708404993,-180
223,69,-8.172925948,118.163863,0.848578214,-180
223,70,-11.63932805,81.95281044,6.129082015,-180
223,71,-11.00414519,99.35760277,3.028887414,-180
223,72,-8.219180366,132.5069425,0.756719061,-180
224,55,8.218990771,101.5486706,-0.987433682,-3.05E-05
224,56,11.05909093,151.7603621,-1.982486521,-3.05E-05
224,57,13.74177199,196.3653035,-2.553934517,-3.05E-05
224,58,13.83222474,179.3296865,-2.796732765,-3.05E-05
224,59,11.10157744,136.0898928,-2.210873242,-3.05E-05
224,60,8.269455616,83.88341081,-1.195407864,-3.05E-05
224,61,-8.216777272,100.3086172,0.999641946,-180
224,62,-11.46970054,49.07482462,10.27070633,-180
224,63,13.7485454,162.2904596,-3.09063934,-3.05E-05
224,64,-11.00178598,64.51185602,4.667915001,-180
224,65,11.01836524,118.8413572,-2.531953312,-3.05E-05
224,66,8.195800665,69.79469281,-1.436758572,-3.05E-05
224,67,-11.51122089,64.7305381,7.76878364,-180
224,68,-10.9257028,80.0778079,3.75907829,-180
224,69,-8.205118325,117.3433405,0.85451233,-180
224,70,-11.78340269,80.7742992,6.218856657,-180
224,71,-10.98447633,97.15873311,3.097502476,-180
224,72,-8.168532215,131.6900829,0.761413185,-180
225,55,8.275098392,102.3761654,-0.979451588,-3.05E-05
225,56,11.08324384,152.8686666,-1.96810773,-3.05E-05
225,57,13.77233926,197.742527,-2.536135384,-3.05E-05
225,58,13.757224,180.7053857,-2.775424674,-3.05E-05
225,59,11.04108987,137.1939873,-2.193072094,-3.05E-05
225,60,8.217932392,84.70516666,-1.183809115,-3.05E-05
225,61,-8.227211011,99.48588159,1.007909707,-180
225,62,-11.47482129,47.92656855,10.51954735,-180
225,63,13.73863941,163.6642912,-3.064671004,-3.05E-05
225,64,-10.88335397,63.42333913,4.748211453,-180
225,65,10.99021061,119.9403491,-2.508738571,-3.05E-05
225,66,8.311139598,70.62574778,-1.419848716,-3.05E-05
225,67,-11.63627034,63.56657065,7.911940618,-180
225,68,-11.03972953,78.97372791,3.811708633,-180
225,69,-8.296246277,116.5136983,0.860597388,-180
225,70,-11.53357775,79.62077975,6.309316689,-180
225,71,-10.89994116,96.06868701,3.132683243,-180
225,72,-8.163499287,130.8737223,0.76616299,-180
226,55,8.190853878,103.1952323,-0.971676872,-3.05E-05
226,56,11.02488795,153.9711477,-1.954009983,-3.05E-05
226,57,13.76988142,199.1194994,-2.518585885,-3.05E-05
226,58,13.71863143,182.0772189,-2.754497472,-3.05E-05
226,59,11.07462017,138.3014263,-2.175502743,-3.05E-05
226,60,8.18780675,85.52392494,-1.172474398,-3.05E-05
226,61,-8.24505035,98.66135585,1.016333819,-180
226,62,-11.36693151,46.78905752,10.77831541,-180
226,63,13.77731542,165.0419983,-3.03906419,-3.05E-05
226,64,-10.90902859,62.33225381,4.831521642,-180
226,65,11.01011041,121.0413353,-2.485904809,-3.05E-05
226,66,8.186929036,71.44439791,-1.403576016,-3.05E-05
226,67,-11.58925457,62.40729445,8.059880687,-180
226,68,-10.96625167,77.87701149,3.865468696,-180
226,69,-8.293459574,115.6843454,0.866767568,-180
226,70,-11.74877769,78.44571465,6.404218699,-180
226,71,-10.96340444,94.97228886,3.168884903,-180
226,72,-8.289950131,130.0447243,0.771047354,-180
227,55,8.276335472,104.0228537,-0.963945334,-3.05E-05
227,56,10.99362593,155.0704933,-1.94015205,-3.05E-05
227,57,13.80794562,200.5002804,-2.501230129,-3.05E-05
227,58,13.83381817,183.4605903,-2.733711547,-3.05E-05
227,59,10.95313716,139.3967257,-2.15840077,-3.05E-05
227,60,8.226477346,86.34654078,-1.161302801,-3.05E-05
227,61,-8.220006212,97.83934756,1.024873569,-180
227,62,-11.35236868,45.65293183,11.0498792,-180
227,63,13.72329736,166.4142932,-3.013980051,-3.05E-05
227,64,-10.90892193,61.24115973,4.917811875,-180
227,65,10.98861804,122.1401712,-2.463526476,-3.05E-05
227,66,8.209790458,72.26533101,-1.387628277,-3.05E-05
227,67,-11.45408879,61.26153157,8.211654013,-180
227,68,-10.90523105,76.78638954,3.92045644,-180
227,69,-8.293272927,114.8550042,0.873026777,-180
227,70,-11.61525528,77.28401511,6.500896229,-180
227,71,-10.97720483,93.87452447,3.205980196,-180
227,72,-8.340818476,129.2106275,0.77602502,-180
228,55,8.209891888,104.8438241,-0.95639654,-3.05E-05
228,56,10.99055447,156.1695361,-1.926493067,-3.05E-05
228,57,13.79084186,201.8793468,-2.484133121,-3.05E-05
228,58,13.77835195,184.838411,-2.713318635,-3.05E-05
228,59,11.02132793,140.4988437,-2.141461662,-3.05E-05
228,60,8.255920419,87.17210096,-1.150303241,-3.05E-05
228,61,-8.236413033,97.01568801,1.033575647,-180
228,62,-11.39298337,44.51268046,11.33664018,-180
228,63,13.79901814,167.7941758,-2.989171491,-3.05E-05
228,64,-10.92098621,60.14884033,5.007346706,-180
228,65,10.93677338,123.2338298,-2.441650206,-3.05E-05
228,66,8.241978972,73.089486,-1.371978411,-3.05E-05
228,67,-11.56300574,60.104832,8.370807937,-180
228,68,-10.97935376,75.68834791,3.977422975,-180
228,69,-8.237954932,114.0311994,0.879334348,-180
228,70,-11.58772517,76.12504496,6.600306291,-180
228,71,-10.88288383,92.78616935,3.243625414,-180
228,72,-8.270646464,128.3835555,0.781024634,-180
229,55,8.300862959,105.6738982,-0.948883305,-3.05E-05
229,56,11.05636434,157.2751621,-1.912944994,-3.05E-05
229,57,13.79358541,203.2586936,-2.467264923,-3.05E-05
229,58,13.77235208,186.2156223,-2.693236657,-3.05E-05
229,59,11.04114796,141.6029334,-2.124756822,-3.05E-05
229,60,8.227475251,87.99482568,-1.139546832,-3.05E-05
229,61,-8.264725667,96.18919157,1.042457523,-180
229,62,-11.34344138,43.3772925,11.63746705,-180
229,63,13.82911463,169.177063,-2.964715484,-3.05E-05
229,64,-10.87094938,59.06153724,5.099772264,-180
229,65,11.00578007,124.3343794,-2.420024944,-3.05E-05
229,66,8.241961464,73.91362617,-1.356677916,-3.05E-05
229,67,-11.52312151,58.95210963,8.535696583,-180
229,68,-10.9748912,74.5907496,4.036046803,-180
229,69,-8.231664527,113.20802,0.885728837,-180
229,70,-11.61544923,74.96329768,6.703060453,-180
229,71,-11.03693799,91.68241972,3.282717418,-180
229,72,-8.235186869,127.5600271,0.78606725,-180
230,55,8.259915427,106.4998695,-0.941523472,-3.05E-05
230,56,10.97436304,158.372585,-1.899684606,-3.05E-05
230,57,13.74695849,204.6333611,-2.450680404,-3.05E-05
230,58,13.72975303,187.588583,-2.673510489,-3.05E-05
230,59,11.09605965,142.7125312,-2.108229231,-3.05E-05
230,60,8.229329943,88.81773935,-1.128987336,-3.05E-05
230,61,-8.29080278,95.3600879,1.051522132,-180
230,62,-11.31517659,42.24465969,11.95402667,-180
230,63,13.81945225,170.5589723,-2.940673455,-3.05E-05
230,64,-10.93284024,57.96801621,5.19623761,-180
230,65,11.06159753,125.4405145,-2.398672622,-3.05E-05
230,66,8.222593422,74.73585002,-1.341749364,-3.05E-05
230,67,-11.52138113,57.79953016,8.707216042,-180
230,68,-10.86256732,73.50437527,4.095799529,-180
230,69,-8.247711461,112.3832357,0.892229754,-180
230,70,-11.60969624,73.80211218,6.809020248,-180
230,71,-10.99281385,90.58307698,3.322601888,-180
230,72,-8.244638979,126.7355522,0.791181314,-180
231,55,8.304848094,107.3303368,-0.934237796,-3.05E-05
231,56,10.99627322,159.4722024,-1.886580855,-3.05E-05
231,57,13.79211531,206.0125739,-2.434263679,-3.05E-05
231,58,13.7638706,188.9649459,-2.654023465,-3.05E-05
231,59,10.97084161,143.8096003,-2.092139168,-3.05E-05
231,60,8.298686411,89.64757827,-1.118535327,-3.05E-05
231,61,-8.204205328,94.53965224,1.060648508,-180
231,62,-11.34789243,41.10865539,12.28945441,-180
231,63,13.79312931,171.9382655,-2.91706281,-3.05E-05
231,64,-10.96814431,56.87095051,5.296759118,-180
231,65,10.997403,126.5402315,-2.377814566,-3.05E-05
231,66,8.20457498,75.55626037,-1.327177665,-3.05E-05
231,67,-11.4614099,56.65292967,8.884853408,-180
231,68,-10.93139057,72.41111219,4.157745877,-180
231,69,-8.232119543,111.5600162,0.8988142,-180
231,70,-11.65106061,72.6367892,6.918788185,-180
231,71,-10.89954762,89.49306053,3.363117104,-180
231,72,-8.213781219,125.9141682,0.79634281,-180
232,55,8.214607186,108.1517841,-0.927141341,-3.05E-05
232,56,11.02967062,160.5751564,-1.873617725,-3.05E-05
232,57,13.84828432,207.3973831,-2.418000214,-3.05E-05
232,58,13.73529717,190.3384653,-2.634857954,-3.05E-05
232,59,11.01585657,144.9111707,-2.076228374,-3.05E-05
232,60,8.185671131,90.46612049,-1.108413492,-3.05E-05
232,61,-8.303477047,93.70927824,1.070048185,-180
232,62,-11.28912298,39.9784189,12.64255891,-180
232,63,13.73856631,173.3121014,-2.893919645,-3.05E-05
232,64,-10.88333938,55.78235478,5.400429892,-180
232,65,10.95841612,127.6360517,-2.357388244,-3.05E-05
232,66,8.214469326,76.37766463,-1.312902009,-3.05E-05
232,67,-11.57092101,55.49533478,9.071733344,-180
232,68,-10.95704638,71.31529262,4.221748135,-180
232,69,-8.225271487,110.7374752,0.905491009,-180
232,70,-11.58632484,71.4779203,7.031524213,-180
232,71,-10.96517476,88.39647757,3.404886389,-180
232,72,-8.225185065,125.0916403,0.801579425,-180
233,55,8.27320729,108.9790924,-0.920102394,-3.05E-05
233,56,11.07133889,161.682285,-1.860783494,-3.05E-05
233,57,13.7909351,208.7764674,-2.402018587,-3.05E-05
233,58,13.84979188,191.7234284,-2.615811102,-3.05E-05
233,59,10.97488905,146.0086441,-2.060615654,-3.05E-05
233,60,8.249618096,91.29105219,-1.098396323,-3.05E-05
233,61,-8.265572697,92.88270566,1.079571774,-180
233,62,-11.25767606,38.85120929,13.01571031,-180
233,63,13.79722433,174.6917999,-2.871044529,-3.05E-05
233,64,-10.84028329,54.69804539,5.507813315,-180
233,65,10.98910873,128.7349383,-2.337254267,-3.05E-05
233,66,8.196016931,77.19723379,-1.298961103,-3.05E-05
233,67,-11.53225663,54.34157276,9.266020103,-180
233,68,-10.87652695,70.22749717,4.287262684,-180
233,69,-8.238914605,109.9135651,0.912279124,-180
233,70,-11.64467912,70.31321299,7.148601423,-180
233,71,-10.94202796,87.30219977,3.447615746,-180
233,72,-8.223395005,124.269298,0.806884163,-180
234,55,8.241030701,109.8031815,-0.913196303,-3.05E-05
234,56,10.96625915,162.7788996,-1.848243337,-3.05E-05
234,57,13.83242144,210.1596921,-2.386199854,-3.05E-05
234,58,13.7742452,193.1008322,-2.597139475,-3.05E-05
234,59,11.01639344,147.1102674,-2.045178319,-3.05E-05
234,60,8.258634257,92.11689974,-1.088547776,-3.05E-05
234,61,-8.180003612,92.06468116,1.089165269,-180
234,62,-11.18388332,37.73126381,13.40914575,-180
234,63,13.74678918,176.0664572,-2.848609987,-3.05E-05
234,64,-10.94403539,53.603341,5.620654172,-180
234,65,10.96438678,129.8313602,-2.317505409,-3.05E-05
234,66,8.269134475,78.02411147,-1.285192755,-3.05E-05
234,67,-11.51344686,53.18965879,9.468518547,-180
234,68,-10.95684292,69.13167378,4.355351321,-180
234,69,-8.205164266,109.0930408,0.919141259,-180
234,70,-11.6077162,69.15217129,7.26926675,-180
234,71,-10.92828598,86.20930591,3.491375747,-180
234,72,-8.243785672,123.44491,0.812273044,-180
235,55,8.220960022,110.6252666,-0.906409536,-3.05E-05
235,56,11.01248251,163.8801373,-1.835819292,-3.05E-05
235,57,13.82354687,211.5420437,-2.370597958,-3.05E-05
235,58,13.76023899,194.4768372,-2.578751164,-3.05E-05
235,59,10.91489041,148.2017373,-2.030109747,-3.05E-05
235,60,8.204309649,92.93731452,-1.078937355,-3.05E-05
235,61,-8.229369182,91.24171237,1.098990364,-180
235,62,-11.23657024,36.60588076,13.82945252,-180
235,63,13.76067795,177.442506,-2.826501295,-3.05E-05
235,64,-10.9151831,52.51150537,5.737908793,-180
235,65,10.97260708,130.928597,-2.298073271,-3.05E-05
235,66,8.272480446,78.8513233,-1.271707855,-3.05E-05
235,67,-11.44651788,52.04441615,9.678856789,-180
235,68,-11.03387296,68.02814157,4.426142276,-180
235,69,-8.214630066,108.2715635,0.926115567,-180
235,70,-11.58030214,67.99388164,7.393786292,-180
235,71,-11.02629614,85.10659954,3.53666986,-180
235,72,-8.240449474,122.6208532,0.817732185,-180
236,55,8.204975842,111.4457486,-0.899735849,-3.05E-05
236,56,11.06053052,164.9861806,-1.823508056,-3.05E-05
236,57,13.77921117,212.9199409,-2.355248117,-3.05E-05
236,58,13.81819835,195.8586482,-2.560545538,-3.05E-05
236,59,11.00897479,149.3026262,-2.015134453,-3.05E-05
236,60,8.268950304,93.76417906,-1.069421577,-3.05E-05
236,61,-8.270967306,90.41459231,1.109045267,-180
236,62,-11.19795766,35.48417936,14.27574431,-180
236,63,13.74592344,178.8170822,-2.804756394,-3.05E-05
236,64,-10.8784266,51.42332522,5.859750587,-180
236,65,10.97813102,132.0263927,-2.278954731,-3.05E-05
236,66,8.198909194,79.67117754,-1.258619262,-3.05E-05
236,67,-11.5194909,50.89180955,9.900247968,-180
236,68,-10.98129526,66.92985824,4.498921336,-180
236,69,-8.21950795,107.4495926,0.933200815,-180
236,70,-11.55315518,66.83827883,7.522354616,-180
236,71,-10.96296118,84.01022212,3.582885121,-180
236,72,-8.164891523,121.8043555,0.823214109,-180
237,55,8.225742906,112.2683154,-0.893143133,-3.05E-05
237,56,10.99169837,166.0853345,-1.81143603,-3.05E-05
237,57,13.85565562,214.305497,-2.340012157,-3.05E-05
237,58,13.76410757,197.2350374,-2.542665191,-3.05E-05
237,59,10.99801328,150.4024082,-2.000393247,-3.05E-05
237,60,8.204386459,94.58459149,-1.060144513,-3.05E-05
237,61,-8.291549106,89.58542187,1.119311491,-180
237,62,-11.05729942,34.37641079,14.74603395,-180
237,63,13.80449248,180.19751,-2.783253189,-3.05E-05
237,64,-10.87724222,50.33524738,5.986876643,-180
