帧号,速度(m/s),距离(m),角度(deg),SNR(dB)
112,6.926461552,11.5,-10.24034832,29.81688672
112,7.063619206,12.5,-40.12403459,23.01509158
112,7.406513343,13.5,-43.54221903,48.86646897
112,7.680828652,12.5,-39.29648024,33.19212727
112,7.749407479,15.5,-41.8103149,23.27080055
112,8.023722788,14.5,-41.8103149,33.66410708
112,8.160880442,13.5,-27.81813928,24.68230521
112,8.366616924,12.5,-39.29648024,20.69364252
112,8.640932233,13,-22.19610086,26.74200419
112,8.983826369,14,-23.57817848,18.67904364
112,9.46387816,15,-17.45760312,22.97937284
112,10.5611394,26.5,-10.24034832,28.94563174
112,10.5611394,28.5,-10.88794813,14.42079154
112,12.41276773,24.5,-19.47122063,20.82631087
112,12.75566187,27,-17.45760312,11.96893304
112,13.30429249,41.5,-13.49339882,9.931642638
112,13.37287131,42.5,-12.83958841,11.19233729
112,13.37287131,43.5,-12.18747414,8.264851896
112,13.37287131,47,-12.83958841,5.004076383
112,13.44145014,40.5,-11.53695903,11.98014419
112,13.44145014,45,-11.53695903,23.78919023
113,-11.79339832,174.0556978,2.969192712,4.017354603
113,-11.79339832,176.056338,2.969192712,11.26711316
113,-11.79339832,178.0569782,3.061044122,8.624403767
113,-11.05901088,182.0582586,1.60844964,19.25852789
113,-11.05901088,184.0588988,1.60844964,24.90665293
113,-11.05901088,186.0595391,1.60844964,18.86888125
113,-10.67021753,198.0633803,1.160068239,3.899147964
113,-8.2510589,190.0608195,0.713229483,5.257640274
113,5.966357971,9.5,-10.24034832,25.04767479
113,6.446409761,15,-40.12403459,4.837126769
113,6.72072507,10,-6.379370208,21.34305145
113,6.857882725,12,-12.83958841,28.48588301
113,6.857882725,17,-24.27465219,29.21467788
113,6.995040379,12.5,-11.53695903,26.91573502
113,7.269355688,13.5,-44.427004,17.97808645
113,7.269355688,16.5,-36.07819997,5.030871123
113,7.337934515,13,-42.67023387,18.14743263
113,7.543670997,15,-24.27465219,6.809002551
113,7.749407479,14,-43.54221903,19.70958448
113,8.092301615,13,-37.66988696,26.34747191
113,8.22945927,14.5,-40.96178855,46.98967679
113,8.435195751,16.5,-41.8103149,8.592009337
113,8.435195751,17.5,-43.54221903,9.012056762
113,8.70951106,13.5,-36.86989765,29.00103832
113,8.846668715,16.5,-31.48143216,17.87137385
113,8.915247542,13.5,-20.14788629,28.0279297
113,8.983826369,15.5,-38.47859513,27.25725785
113,9.052405197,14.5,-22.19610086,22.91820186
113,9.052405197,17.5,-30,10.06256237
113,9.189562851,15,-22.19610086,28.85317202
113,9.601035815,17,-19.47122063,22.76226054
113,9.738193469,16,-36.07819997,8.768968983
113,10.01250878,14.5,-32.98670708,23.53695358
113,10.14966643,15.5,-30.73786867,23.63421503
113,10.21824526,28,-10.24034832,13.51865351
113,10.28682409,32,-16.12762021,7.027993043
113,10.5611394,27.5,-10.24034832,36.4469464
113,10.62971822,29.5,-10.24034832,8.733178806
113,12.54992539,26,-18.79736882,26.71280762
113,13.30429249,43,-12.18747414,9.299783559
113,13.37287131,42,-11.53695903,5.943910637
113,13.37287131,43.5,-12.83958841,7.755218345
113,13.37287131,46.5,-10.88794813,20.70524288
113,13.37287131,48,-10.88794813,6.588128411
114,-11.7069998,174.0556978,2.969192712,11.41151217
114,-11.7069998,176.056338,2.877509969,13.75268828
114,-11.7069998,178.0569782,2.785989899,8.55274405
114,-11.01581162,182.0582586,1.878475835,7.244657326
114,-11.01581162,184.0588988,1.878475835,8.509054544
